image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_1_(Neg)12_0_.jpg,1,n,arccurve_plane,343,n,1,8.036305904,62
Plane_0_3_(Neg)3_1_.jpg,6,n,arccurve_plane,278,n,1,3.069243908,62
Plane_0_0_11_0_.jpg,9,n,arccurve_plane,134,n,1,2.635920048,62
Plane_0_6_1_1_.jpg,10,n,arccurve_plane,23,n,1,2.969321013,62
Plane_0_6_4_1_.jpg,13,n,arccurve_plane,340,n,1,2.636090994,62
Plane_0_4_(Neg)2_1_.jpg,16,n,arccurve_plane,248,n,1,3.769475937,62
Plane_0_3_7_0_.jpg,20,n,arccurve_plane,72,n,1,2.002742052,62
Sphere_0_0_11_0_.jpg,15,n,arccurve_sphere,102,n,1,3.002763033,62
Sphere_0_6_1_1_.jpg,33,n,arccurve_sphere,283,n,1,2.936211109,62
Sphere_0_1_(Neg)12_0_.jpg,34,n,arccurve_sphere,124,n,1,2.236120939,62
Sphere_0_3_(Neg)3_1_.jpg,38,n,arccurve_sphere,309,y,0,4.536303043,62
Sphere_0_4_(Neg)2_1_.jpg,50,n,arccurve_sphere,148,y,0,4.669751883,62
Sphere_0_3_7_0_.jpg,51,n,arccurve_sphere,169,n,1,2.669430971,62
Sphere_0_6_4_1_.jpg,54,n,arccurve_sphere,35,n,1,2.636111975,62
Plane_0_6_3_.jpg,4,y,arcline_plane,163,y,1,3.33614707,62
Plane_0_0_(Neg)4_.jpg,11,y,arcline_plane,267,y,1,2.433798075,62
Plane_0_2_1_.jpg,27,y,arcline_plane,45,y,1,2.802819967,62
Plane_0_1_2_.jpg,41,y,arcline_plane,149,y,1,2.169502974,62
Plane_0_4_5_.jpg,42,y,arcline_plane,270,y,1,2.502582788,62
Plane_0_5_(Neg)2_.jpg,53,y,arcline_plane,210,y,1,3.702587843,62
Plane_0_3_(Neg)1_.jpg,56,y,arcline_plane,318,y,1,2.402827024,62
Sphere_0_5_(Neg)2_.jpg,7,n,arcline_sphere,266,y,0,2.936190128,62
Sphere_0_2_1_.jpg,8,n,arcline_sphere,237,y,0,2.736263037,62
Sphere_0_0_(Neg)4_.jpg,19,n,arcline_sphere,257,y,0,2.569555044,62
Sphere_0_3_(Neg)1_.jpg,21,n,arcline_sphere,129,y,0,5.236320019,62
Sphere_0_6_3_.jpg,29,n,arcline_sphere,135,y,0,3.036180973,62
Sphere_0_1_2_.jpg,35,n,arcline_sphere,273,y,0,1.769437075,62
Sphere_0_4_5_.jpg,45,n,arcline_sphere,236,y,0,2.636180878,62
gPlane_0_5_1_.jpg,12,n,geocurve_plane,320,n,1,2.835994005,62
gPlane_0_2_4_.jpg,14,n,geocurve_plane,263,n,1,3.002734184,62
gPlane_0_4_(Neg)3_.jpg,22,n,geocurve_plane,235,n,1,2.802823067,62
gPlane_0_6_(Neg)5_.jpg,24,n,geocurve_plane,126,n,1,2.736095905,62
gPlane_0_1_2_.jpg,25,n,geocurve_plane,114,y,0,3.369524002,62
gPlane_0_4_(Neg)4_.jpg,39,n,geocurve_plane,205,n,1,2.73614502,62
gPlane_0_6_(Neg)2_.jpg,40,n,geocurve_plane,195,n,1,2.869479179,62
gSphere_0_6_(Neg)5_.jpg,17,y,geocurve_sphere,144,n,0,2.80280304,62
gSphere_0_1_2_.jpg,18,y,geocurve_sphere,279,y,1,3.136229038,62
gSphere_0_4_(Neg)3_.jpg,26,y,geocurve_sphere,192,n,0,4.469500065,62
gSphere_0_2_4_.jpg,37,y,geocurve_sphere,201,n,0,3.336229086,62
gSphere_0_5_1_.jpg,46,y,geocurve_sphere,14,y,1,5.402939081,62
gSphere_0_6_(Neg)2_.jpg,48,y,geocurve_sphere,49,n,0,2.336092949,62
gSphere_0_4_(Neg)4_.jpg,49,y,geocurve_sphere,98,n,0,4.836250067,62
Plane_0_1_.jpg,3,y,geoline_plane,140,y,1,3.702636003,62
Plane_0_6_.jpg,5,y,geoline_plane,322,y,1,2.902657986,62
Plane_0_5_.jpg,28,y,geoline_plane,292,y,1,2.369463921,62
Plane_0_4_.jpg,30,y,geoline_plane,159,y,1,1.936154842,62
Plane_0_0_.jpg,31,y,geoline_plane,36,y,1,2.133861065,62
Plane_0_3_.jpg,32,y,geoline_plane,113,y,1,2.836214066,62
Plane_0_2_.jpg,44,y,geoline_plane,142,y,1,2.236250877,62
Sphere_0_2_.jpg,2,y,geoline_sphere,292,y,1,5.403077126,62
Sphere_0_1_.jpg,23,y,geoline_sphere,13,y,1,2.302844048,62
Sphere_0_3_.jpg,36,y,geoline_sphere,91,y,1,2.502916813,62
Sphere_0_5_.jpg,43,y,geoline_sphere,290,y,1,2.602880001,62
Sphere_0_0_.jpg,47,y,geoline_sphere,77,y,1,2.469486952,62
Sphere_0_4_.jpg,52,y,geoline_sphere,98,y,1,1.902804136,62
Sphere_0_6_.jpg,55,y,geoline_sphere,277,y,1,3.76947999,62
,,,,,,,,62
