image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_0_11_0_.jpg,6,n,arccurve_plane,332,y,0,4.66960001,59
Plane_0_1_(Neg)12_0_.jpg,8,n,arccurve_plane,348,n,1,3.702810049,59
Plane_0_6_1_1_.jpg,12,n,arccurve_plane,104,y,0,2.702780962,59
Plane_0_3_7_0_.jpg,17,n,arccurve_plane,276,y,0,3.833848,59
Plane_0_4_(Neg)2_1_.jpg,35,n,arccurve_plane,261,y,0,1.902953148,59
Plane_0_6_4_1_.jpg,43,n,arccurve_plane,60,n,1,2.902815104,59
Plane_0_3_(Neg)3_1_.jpg,51,n,arccurve_plane,68,y,0,2.00288105,59
Sphere_0_4_(Neg)2_1_.jpg,3,n,arccurve_sphere,117,y,0,3.302794933,59
Sphere_0_6_1_1_.jpg,7,n,arccurve_sphere,306,y,0,3.402863026,59
Sphere_0_0_11_0_.jpg,10,n,arccurve_sphere,123,y,0,2.702813864,59
Sphere_0_3_(Neg)3_1_.jpg,19,n,arccurve_sphere,309,y,0,2.16723609,59
Sphere_0_6_4_1_.jpg,25,n,arccurve_sphere,102,y,0,3.336189985,59
Sphere_0_1_(Neg)12_0_.jpg,41,n,arccurve_sphere,288,n,1,5.069526911,59
Sphere_0_3_7_0_.jpg,49,n,arccurve_sphere,270,y,0,2.336169958,59
Plane_0_3_(Neg)1_.jpg,1,y,arcline_plane,262,y,1,8.903020144,59
Plane_0_2_1_.jpg,14,y,arcline_plane,208,y,1,2.336077929,59
Plane_0_5_(Neg)2_.jpg,33,y,arcline_plane,200,y,1,2.169546127,59
Plane_0_4_5_.jpg,37,y,arcline_plane,52,y,1,1.969497919,59
Plane_0_0_(Neg)4_.jpg,44,y,arcline_plane,118,y,1,1.602757931,59
Plane_0_6_3_.jpg,46,y,arcline_plane,259,y,1,1.936053038,59
Plane_0_1_2_.jpg,50,y,arcline_plane,285,y,1,1.836214066,59
Sphere_0_1_2_.jpg,20,n,arcline_sphere,36,y,0,2.436159134,59
Sphere_0_2_1_.jpg,32,n,arcline_sphere,237,y,0,1.936127186,59
Sphere_0_3_(Neg)1_.jpg,36,n,arcline_sphere,59,y,0,2.435505867,59
Sphere_0_5_(Neg)2_.jpg,40,n,arcline_sphere,113,y,0,2.036165953,59
Sphere_0_4_5_.jpg,42,n,arcline_sphere,88,y,0,2.269486904,59
Sphere_0_6_3_.jpg,45,n,arcline_sphere,249,y,0,2.969770908,59
Sphere_0_0_(Neg)4_.jpg,53,n,arcline_sphere,95,y,0,1.80279994,59
gPlane_0_4_(Neg)4_.jpg,5,n,geocurve_plane,65,n,1,4.802848101,59
gPlane_0_5_1_.jpg,9,n,geocurve_plane,14,y,0,2.569257975,59
gPlane_0_4_(Neg)3_.jpg,16,n,geocurve_plane,56,y,0,2.069496155,59
gPlane_0_6_(Neg)5_.jpg,21,n,geocurve_plane,197,n,1,2.736047983,59
gPlane_0_6_(Neg)2_.jpg,38,n,geocurve_plane,323,y,0,2.436267853,59
gPlane_0_2_4_.jpg,48,n,geocurve_plane,150,y,0,1.969516993,59
gPlane_0_1_2_.jpg,52,n,geocurve_plane,305,y,0,1.836236954,59
gSphere_0_1_2_.jpg,4,y,geocurve_sphere,121,y,1,3.836210012,59
gSphere_0_4_(Neg)3_.jpg,13,y,geocurve_sphere,290,y,1,3.036108017,59
gSphere_0_4_(Neg)4_.jpg,28,y,geocurve_sphere,219,y,1,2.036154032,59
gSphere_0_2_4_.jpg,29,y,geocurve_sphere,119,y,1,3.369526863,59
gSphere_0_5_1_.jpg,30,y,geocurve_sphere,169,y,1,2.836170912,59
gSphere_0_6_(Neg)2_.jpg,39,y,geocurve_sphere,237,y,1,2.336163998,59
gSphere_0_6_(Neg)5_.jpg,55,y,geocurve_sphere,270,n,0,2.202764034,59
Plane_0_6_.jpg,11,y,geoline_plane,109,y,1,2.936157942,59
Plane_0_0_.jpg,22,y,geoline_plane,45,y,1,2.236155033,59
Plane_0_2_.jpg,24,y,geoline_plane,84,y,1,2.102878094,59
Plane_0_4_.jpg,27,y,geoline_plane,132,y,1,1.836030006,59
Plane_0_3_.jpg,31,y,geoline_plane,269,y,1,1.769405127,59
Plane_0_1_.jpg,47,y,geoline_plane,206,y,1,2.036222935,59
Plane_0_5_.jpg,54,y,geoline_plane,268,y,1,1.536085844,59
Sphere_0_6_.jpg,2,y,geoline_sphere,131,y,1,4.269463778,59
Sphere_0_2_.jpg,15,y,geoline_sphere,203,y,1,2.202783108,59
Sphere_0_1_.jpg,18,y,geoline_sphere,214,y,1,2.669646025,59
Sphere_0_4_.jpg,23,y,geoline_sphere,83,y,1,2.102800131,59
Sphere_0_0_.jpg,26,y,geoline_sphere,77,y,1,1.802820921,59
Sphere_0_3_.jpg,34,y,geoline_sphere,36,y,1,2.536186934,59
Sphere_0_5_.jpg,56,y,geoline_sphere,321,y,0,1.869391203,59
,,,,,,,,59
