image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_4_(Neg)2_1_.jpg,8,n,arccurve_plane,35,y,0,2.998117924,16
Plane_0_1_(Neg)12_0_.jpg,10,n,arccurve_plane,235,n,1,3.069705009,16
Plane_0_3_7_0_.jpg,19,n,arccurve_plane,114,n,1,2.394923925,16
Plane_0_6_4_1_.jpg,24,n,arccurve_plane,122,n,1,2.147902966,16
Plane_0_3_(Neg)3_1_.jpg,46,n,arccurve_plane,44,n,1,5.680809975,16
Plane_0_0_11_0_.jpg,53,n,arccurve_plane,257,n,1,1.658357859,16
Plane_0_6_1_1_.jpg,55,n,arccurve_plane,55,n,1,2.013427019,16
Sphere_0_3_7_0_.jpg,3,n,arccurve_sphere,23,n,1,6.024441957,16
Sphere_0_0_11_0_.jpg,9,n,arccurve_sphere,78,n,1,4.07923317,16
Sphere_0_6_4_1_.jpg,26,n,arccurve_sphere,335,n,1,1.772222996,16
Sphere_0_6_1_1_.jpg,36,n,arccurve_sphere,210,n,1,1.943446159,16
Sphere_0_1_(Neg)12_0_.jpg,38,n,arccurve_sphere,19,n,1,1.887053967,16
Sphere_0_4_(Neg)2_1_.jpg,43,n,arccurve_sphere,122,n,1,2.327737093,16
Sphere_0_3_(Neg)3_1_.jpg,51,n,arccurve_sphere,339,y,0,2.002166033,16
Plane_0_2_1_.jpg,12,y,arcline_plane,105,y,1,3.544926167,16
Plane_0_4_5_.jpg,15,y,arcline_plane,245,y,1,3.863811016,16
Plane_0_3_(Neg)1_.jpg,28,y,arcline_plane,344,y,1,1.605492115,16
Plane_0_6_3_.jpg,33,y,arcline_plane,147,y,1,1.842030048,16
Plane_0_1_2_.jpg,35,y,arcline_plane,344,y,1,1.557967901,16
Plane_0_0_(Neg)4_.jpg,41,y,arcline_plane,47,y,1,3.561681032,16
Plane_0_5_(Neg)2_.jpg,48,y,arcline_plane,149,y,1,1.748281956,16
Sphere_0_6_3_.jpg,1,n,arcline_sphere,25,y,0,4.600713015,16
Sphere_0_4_5_.jpg,2,n,arcline_sphere,241,y,0,2.987123966,16
Sphere_0_5_(Neg)2_.jpg,11,n,arcline_sphere,284,y,0,2.461855888,16
Sphere_0_1_2_.jpg,30,n,arcline_sphere,327,y,0,1.896059036,16
Sphere_0_0_(Neg)4_.jpg,31,n,arcline_sphere,239,y,0,1.772701025,16
Sphere_0_2_1_.jpg,37,n,arcline_sphere,87,y,0,1.392268896,16
Sphere_0_3_(Neg)1_.jpg,47,n,arcline_sphere,286,y,0,2.043996096,16
gPlane_0_2_4_.jpg,4,n,geocurve_plane,268,n,1,3.662508011,16
gPlane_0_6_(Neg)5_.jpg,16,n,geocurve_plane,339,n,1,2.228090048,16
gPlane_0_6_(Neg)2_.jpg,17,n,geocurve_plane,38,n,1,2.601433992,16
gPlane_0_5_1_.jpg,18,n,geocurve_plane,170,y,0,2.196738958,16
gPlane_0_4_(Neg)3_.jpg,23,n,geocurve_plane,210,n,1,2.412746906,16
gPlane_0_4_(Neg)4_.jpg,29,n,geocurve_plane,312,n,1,2.087182999,16
gPlane_0_1_2_.jpg,54,n,geocurve_plane,195,y,0,3.303119183,16
gSphere_0_2_4_.jpg,5,y,geocurve_sphere,143,y,1,3.036761999,16
gSphere_0_4_(Neg)3_.jpg,22,y,geocurve_sphere,340,n,0,2.353032112,16
gSphere_0_6_(Neg)2_.jpg,25,y,geocurve_sphere,199,n,0,1.734111071,16
gSphere_0_5_1_.jpg,27,y,geocurve_sphere,105,y,1,2.035451174,16
gSphere_0_6_(Neg)5_.jpg,44,y,geocurve_sphere,333,n,0,1.663226128,16
gSphere_0_4_(Neg)4_.jpg,50,y,geocurve_sphere,20,n,0,1.961610079,16
gSphere_0_1_2_.jpg,52,y,geocurve_sphere,114,y,1,1.543372869,16
Plane_0_4_.jpg,13,y,geoline_plane,73,y,1,3.610900164,16
Plane_0_2_.jpg,20,y,geoline_plane,332,y,1,2.006011009,16
Plane_0_5_.jpg,21,y,geoline_plane,33,y,1,1.617325068,16
Plane_0_6_.jpg,32,y,geoline_plane,237,y,1,1.472789049,16
Plane_0_0_.jpg,39,y,geoline_plane,191,y,1,1.754993916,16
Plane_0_3_.jpg,45,y,geoline_plane,297,y,1,1.687352896,16
Plane_0_1_.jpg,49,y,geoline_plane,244,y,1,3.662384033,16
Sphere_0_3_.jpg,6,y,geoline_sphere,46,y,1,2.414213896,16
Sphere_0_2_.jpg,7,y,geoline_sphere,297,y,1,2.80929184,16
Sphere_0_4_.jpg,14,y,geoline_sphere,89,y,1,3.256968021,16
Sphere_0_1_.jpg,34,y,geoline_sphere,158,y,1,1.331397057,16
Sphere_0_6_.jpg,40,y,geoline_sphere,108,y,1,1.87176609,16
Sphere_0_0_.jpg,42,y,geoline_sphere,148,y,1,2.653005123,16
Sphere_0_5_.jpg,56,y,geoline_sphere,332,y,1,2.622210979,16
,,,,,,,,16
