image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_3_7_0_.jpg,3,n,arccurve_plane,278,n,1,3.336067915,22
Plane_0_4_(Neg)2_1_.jpg,4,n,arccurve_plane,247,y,0,4.536608934,22
Plane_0_1_(Neg)12_0_.jpg,6,n,arccurve_plane,282,n,1,3.336139917,22
Plane_0_6_4_1_.jpg,12,n,arccurve_plane,191,n,1,3.636075974,22
Plane_0_3_(Neg)3_1_.jpg,22,n,arccurve_plane,17,y,0,3.867178917,22
Plane_0_6_1_1_.jpg,38,n,arccurve_plane,258,n,1,2.902817011,22
Plane_0_0_11_0_.jpg,50,n,arccurve_plane,232,n,1,2.136076927,22
Sphere_0_1_(Neg)12_0_.jpg,19,n,arccurve_sphere,325,n,1,2.802700043,22
Sphere_0_6_4_1_.jpg,23,n,arccurve_sphere,162,y,0,4.002892971,22
Sphere_0_4_(Neg)2_1_.jpg,32,n,arccurve_sphere,53,y,0,2.936053038,22
Sphere_0_3_(Neg)3_1_.jpg,41,n,arccurve_sphere,255,y,0,3.636226177,22
Sphere_0_6_1_1_.jpg,43,n,arccurve_sphere,246,y,0,3.302859068,22
Sphere_0_3_7_0_.jpg,55,n,arccurve_sphere,49,n,1,2.436049938,22
Sphere_0_0_11_0_.jpg,56,n,arccurve_sphere,45,n,1,2.80279088,22
Plane_0_6_3_.jpg,17,y,arcline_plane,303,y,1,3.069462061,22
Plane_0_2_1_.jpg,25,y,arcline_plane,253,y,1,3.202832937,22
Plane_0_1_2_.jpg,30,y,arcline_plane,197,y,1,3.136176109,22
Plane_0_0_(Neg)4_.jpg,33,y,arcline_plane,100,y,1,4.902867079,22
Plane_0_3_(Neg)1_.jpg,45,y,arcline_plane,318,y,1,4.133816004,22
Plane_0_5_(Neg)2_.jpg,47,y,arcline_plane,11,y,1,2.302796841,22
Plane_0_4_5_.jpg,49,y,arcline_plane,245,y,1,2.367172956,22
Sphere_0_2_1_.jpg,7,n,arcline_sphere,220,y,0,3.967120886,22
Sphere_0_4_5_.jpg,8,n,arcline_sphere,242,y,0,4.236185074,22
Sphere_0_5_(Neg)2_.jpg,11,n,arcline_sphere,149,y,0,3.402826071,22
Sphere_0_6_3_.jpg,16,n,arcline_sphere,89,y,0,4.00283289,22
Sphere_0_3_(Neg)1_.jpg,37,n,arcline_sphere,17,y,0,3.267164946,22
Sphere_0_1_2_.jpg,39,n,arcline_sphere,92,y,0,3.236212969,22
Sphere_0_0_(Neg)4_.jpg,54,n,arcline_sphere,223,y,0,2.902829885,22
gPlane_0_5_1_.jpg,15,n,geocurve_plane,278,n,1,3.702760935,22
gPlane_0_4_(Neg)3_.jpg,24,n,geocurve_plane,323,y,0,4.002708912,22
gPlane_0_6_(Neg)2_.jpg,29,n,geocurve_plane,292,n,1,2.769392014,22
gPlane_0_1_2_.jpg,31,n,geocurve_plane,163,y,0,3.236092091,22
gPlane_0_6_(Neg)5_.jpg,40,n,geocurve_plane,57,n,1,4.102791071,22
gPlane_0_2_4_.jpg,51,n,geocurve_plane,220,y,0,2.63622117,22
gPlane_0_4_(Neg)4_.jpg,52,n,geocurve_plane,302,n,1,2.669395924,22
gSphere_0_1_2_.jpg,2,y,geocurve_sphere,159,y,1,4.702882051,22
gSphere_0_4_(Neg)4_.jpg,14,y,geocurve_sphere,293,n,0,3.269428968,22
gSphere_0_6_(Neg)5_.jpg,18,y,geocurve_sphere,144,n,0,3.202821016,22
gSphere_0_2_4_.jpg,21,y,geocurve_sphere,112,y,1,2.969344854,22
gSphere_0_5_1_.jpg,28,y,geocurve_sphere,226,y,1,3.036164999,22
gSphere_0_6_(Neg)2_.jpg,36,y,geocurve_sphere,198,n,0,4.502737999,22
gSphere_0_4_(Neg)3_.jpg,44,y,geocurve_sphere,297,y,1,3.436185122,22
Plane_0_3_.jpg,5,y,geoline_plane,99,y,1,3.869626045,22
Plane_0_6_.jpg,20,y,geoline_plane,14,y,1,2.735975981,22
Plane_0_5_.jpg,26,y,geoline_plane,148,y,1,3.302849054,22
Plane_0_4_.jpg,27,y,geoline_plane,103,y,1,3.435913086,22
Plane_0_2_.jpg,34,y,geoline_plane,78,y,1,3.169476032,22
Plane_0_1_.jpg,42,y,geoline_plane,97,y,1,3.16952014,22
Plane_0_0_.jpg,46,y,geoline_plane,263,y,1,2.969717026,22
Sphere_0_3_.jpg,1,y,geoline_sphere,97,y,1,5.402977943,22
Sphere_0_2_.jpg,9,y,geoline_sphere,48,y,1,3.73615098,22
Sphere_0_0_.jpg,10,y,geoline_sphere,131,y,1,4.502660036,22
Sphere_0_1_.jpg,13,y,geoline_sphere,54,y,1,3.436167002,22
Sphere_0_5_.jpg,35,y,geoline_sphere,166,y,1,3.502840996,22
Sphere_0_4_.jpg,48,y,geoline_sphere,87,y,1,2.435922861,22
Sphere_0_6_.jpg,53,y,geoline_sphere,269,y,1,2.436268091,22
,,,,,,,,22
