image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_6_4_1_.jpg,1,n,arccurve_plane,340,n,1,7.856733084,7
Plane_0_4_(Neg)2_1_.jpg,9,n,arccurve_plane,290,n,1,13.98667479,7
Plane_0_3_7_0_.jpg,33,n,arccurve_plane,303,n,1,2.190642118,7
Plane_0_0_11_0_.jpg,41,n,arccurve_plane,102,n,1,2.479881048,7
Plane_0_1_(Neg)12_0_.jpg,44,n,arccurve_plane,160,n,1,2.8439641,7
Plane_0_6_1_1_.jpg,47,n,arccurve_plane,309,y,0,2.907283068,7
Plane_0_3_(Neg)3_1_.jpg,56,n,arccurve_plane,55,n,1,5.188835859,7
Sphere_0_3_7_0_.jpg,5,n,arccurve_sphere,238,y,0,4.679343939,7
Sphere_0_3_(Neg)3_1_.jpg,7,n,arccurve_sphere,202,y,0,2.464694023,7
Sphere_0_0_11_0_.jpg,10,n,arccurve_sphere,208,y,0,3.032530069,7
Sphere_0_4_(Neg)2_1_.jpg,23,n,arccurve_sphere,123,y,0,1.736437082,7
Sphere_0_1_(Neg)12_0_.jpg,28,n,arccurve_sphere,54,n,1,2.702629089,7
Sphere_0_6_4_1_.jpg,40,n,arccurve_sphere,292,y,0,2.061506033,7
Sphere_0_6_1_1_.jpg,45,n,arccurve_sphere,243,y,0,2.598267078,7
Plane_0_1_2_.jpg,15,y,arcline_plane,155,y,1,5.739135981,7
Plane_0_6_3_.jpg,21,y,arcline_plane,338,y,1,2.21125412,7
Plane_0_2_1_.jpg,22,y,arcline_plane,266,y,1,1.722951889,7
Plane_0_5_(Neg)2_.jpg,36,y,arcline_plane,285,y,1,3.270469904,7
Plane_0_0_(Neg)4_.jpg,48,y,arcline_plane,234,y,1,2.438887119,7
Plane_0_4_5_.jpg,50,y,arcline_plane,19,y,1,2.642598152,7
Plane_0_3_(Neg)1_.jpg,54,y,arcline_plane,60,y,1,2.360103846,7
Sphere_0_2_1_.jpg,2,n,arcline_sphere,268,y,0,3.93253994,7
Sphere_0_1_2_.jpg,18,n,arcline_sphere,111,y,0,2.265949965,7
Sphere_0_4_5_.jpg,29,n,arcline_sphere,325,y,0,2.416902781,7
Sphere_0_6_3_.jpg,37,n,arcline_sphere,312,y,0,11.62596607,7
Sphere_0_0_(Neg)4_.jpg,39,n,arcline_sphere,58,y,0,1.933027983,7
Sphere_0_5_(Neg)2_.jpg,51,n,arcline_sphere,25,y,0,3.737443924,7
Sphere_0_3_(Neg)1_.jpg,53,n,arcline_sphere,145,y,0,3.351447105,7
gPlane_0_4_(Neg)3_.jpg,20,n,geocurve_plane,139,n,1,8.535721064,7
gPlane_0_1_2_.jpg,26,n,geocurve_plane,332,y,0,9.94689393,7
gPlane_0_2_4_.jpg,31,n,geocurve_plane,284,y,0,1.759550095,7
gPlane_0_4_(Neg)4_.jpg,38,n,geocurve_plane,139,n,1,2.316725969,7
gPlane_0_6_(Neg)5_.jpg,42,n,geocurve_plane,119,n,1,2.677680016,7
gPlane_0_6_(Neg)2_.jpg,46,n,geocurve_plane,249,n,1,3.434859991,7
gPlane_0_5_1_.jpg,52,n,geocurve_plane,230,y,0,5.219218969,7
gSphere_0_4_(Neg)3_.jpg,4,y,geocurve_sphere,350,y,1,6.681865931,7
gSphere_0_6_(Neg)2_.jpg,8,y,geocurve_sphere,101,y,1,3.375441074,7
gSphere_0_1_2_.jpg,12,y,geocurve_sphere,149,y,1,2.432893038,7
gSphere_0_2_4_.jpg,17,y,geocurve_sphere,23,y,1,2.909442186,7
gSphere_0_6_(Neg)5_.jpg,30,y,geocurve_sphere,292,y,1,1.934282064,7
gSphere_0_5_1_.jpg,32,y,geocurve_sphere,299,y,1,1.502793074,7
gSphere_0_4_(Neg)4_.jpg,55,y,geocurve_sphere,132,y,1,2.49039793,7
Plane_0_6_.jpg,3,y,geoline_plane,344,y,1,6.793097019,7
Plane_0_4_.jpg,11,y,geoline_plane,337,y,1,2.497864962,7
Plane_0_5_.jpg,13,y,geoline_plane,203,y,1,2.258497953,7
Plane_0_0_.jpg,16,y,geoline_plane,162,y,1,3.681192875,7
Plane_0_2_.jpg,24,y,geoline_plane,87,y,1,10.36620712,7
Plane_0_3_.jpg,25,y,geoline_plane,104,y,1,14.69201803,7
Plane_0_1_.jpg,34,y,geoline_plane,48,y,1,1.622430086,7
Sphere_0_0_.jpg,6,y,geoline_sphere,346,y,1,3.70694685,7
Sphere_0_1_.jpg,14,y,geoline_sphere,155,y,1,3.479220152,7
Sphere_0_4_.jpg,19,y,geoline_sphere,87,y,1,1.96837616,7
Sphere_0_3_.jpg,27,y,geoline_sphere,73,y,1,2.721032858,7
Sphere_0_2_.jpg,35,y,geoline_sphere,41,y,1,1.712751865,7
Sphere_0_5_.jpg,43,y,geoline_sphere,201,y,1,2.04489398,7
Sphere_0_6_.jpg,49,y,geoline_sphere,149,y,1,3.050863028,7
,,,,,,,,7
