image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_3_7_0_.jpg,4,n,arccurve_plane,201,y,0,2.976741076,61
Plane_0_0_11_0_.jpg,6,n,arccurve_plane,252,y,0,2.040875912,61
Plane_0_1_(Neg)12_0_.jpg,23,n,arccurve_plane,269,n,1,2.997073889,61
Plane_0_6_4_1_.jpg,31,n,arccurve_plane,126,n,1,1.616132975,61
Plane_0_3_(Neg)3_1_.jpg,33,n,arccurve_plane,250,y,0,1.707668781,61
Plane_0_6_1_1_.jpg,35,n,arccurve_plane,293,y,0,2.737619162,61
Plane_0_4_(Neg)2_1_.jpg,46,n,arccurve_plane,31,y,0,2.613246918,61
Sphere_0_6_4_1_.jpg,12,n,arccurve_sphere,274,y,0,5.322727919,61
Sphere_0_4_(Neg)2_1_.jpg,27,n,arccurve_sphere,98,y,0,2.055131912,61
Sphere_0_1_(Neg)12_0_.jpg,28,n,arccurve_sphere,162,n,1,2.346565962,61
Sphere_0_0_11_0_.jpg,37,n,arccurve_sphere,244,n,1,2.207213879,61
Sphere_0_3_7_0_.jpg,38,n,arccurve_sphere,335,n,1,1.605708838,61
Sphere_0_3_(Neg)3_1_.jpg,43,n,arccurve_sphere,237,y,0,4.11981988,61
Sphere_0_6_1_1_.jpg,56,n,arccurve_sphere,94,y,0,1.615365982,61
Plane_0_1_2_.jpg,9,y,arcline_plane,341,y,1,2.50048399,61
Plane_0_3_(Neg)1_.jpg,14,y,arcline_plane,41,y,1,1.667701006,61
Plane_0_5_(Neg)2_.jpg,17,y,arcline_plane,206,y,1,1.983730078,61
Plane_0_2_1_.jpg,21,y,arcline_plane,165,y,1,1.629756927,61
Plane_0_0_(Neg)4_.jpg,39,y,arcline_plane,193,y,1,1.421198845,61
Plane_0_4_5_.jpg,41,y,arcline_plane,280,y,1,3.517838955,61
Plane_0_6_3_.jpg,53,y,arcline_plane,85,y,1,1.340191126,61
Sphere_0_3_(Neg)1_.jpg,7,n,arcline_sphere,143,y,0,2.220385075,61
Sphere_0_0_(Neg)4_.jpg,13,n,arcline_sphere,11,y,0,2.512171984,61
Sphere_0_2_1_.jpg,40,n,arcline_sphere,234,y,0,1.654405832,61
Sphere_0_6_3_.jpg,45,n,arcline_sphere,348,y,0,1.778931141,61
Sphere_0_4_5_.jpg,48,n,arcline_sphere,19,y,0,1.400781155,61
Sphere_0_5_(Neg)2_.jpg,51,n,arcline_sphere,76,y,0,1.467906952,61
Sphere_0_1_2_.jpg,52,n,arcline_sphere,123,y,0,1.467509985,61
gPlane_0_5_1_.jpg,16,n,geocurve_plane,301,y,0,2.557161093,61
gPlane_0_2_4_.jpg,19,n,geocurve_plane,323,y,0,1.948725939,61
gPlane_0_4_(Neg)3_.jpg,20,n,geocurve_plane,139,y,0,2.118512869,61
gPlane_0_6_(Neg)5_.jpg,25,n,geocurve_plane,60,n,1,1.828928947,61
gPlane_0_4_(Neg)4_.jpg,26,n,geocurve_plane,121,y,0,5.740025997,61
gPlane_0_1_2_.jpg,29,n,geocurve_plane,313,y,0,2.090754032,61
gPlane_0_6_(Neg)2_.jpg,49,n,geocurve_plane,231,n,1,2.080030918,61
gSphere_0_1_2_.jpg,1,y,geocurve_sphere,135,y,1,3.766297102,61
gSphere_0_6_(Neg)2_.jpg,3,y,geocurve_sphere,334,y,1,4.075323105,61
gSphere_0_6_(Neg)5_.jpg,8,y,geocurve_sphere,21,y,1,3.913079023,61
gSphere_0_5_1_.jpg,11,y,geocurve_sphere,129,y,1,2.599751949,61
gSphere_0_4_(Neg)4_.jpg,32,y,geocurve_sphere,64,n,0,1.989948988,61
gSphere_0_2_4_.jpg,54,y,geocurve_sphere,149,y,1,1.476562977,61
gSphere_0_4_(Neg)3_.jpg,55,y,geocurve_sphere,270,y,1,3.765017033,61
Plane_0_3_.jpg,2,y,geoline_plane,51,y,1,2.081408978,61
Plane_0_6_.jpg,22,y,geoline_plane,112,y,1,1.725353956,61
Plane_0_0_.jpg,24,y,geoline_plane,106,y,1,1.497344017,61
Plane_0_4_.jpg,30,y,geoline_plane,332,y,1,1.907383919,61
Plane_0_2_.jpg,36,y,geoline_plane,85,y,1,1.596338034,61
Plane_0_1_.jpg,42,y,geoline_plane,318,y,1,1.513259888,61
Plane_0_5_.jpg,50,y,geoline_plane,286,y,1,1.43485713,61
Sphere_0_4_.jpg,5,y,geoline_sphere,197,y,1,3.077919006,61
Sphere_0_3_.jpg,10,y,geoline_sphere,258,y,1,2.933774948,61
Sphere_0_6_.jpg,15,y,geoline_sphere,103,y,1,5.366848946,61
Sphere_0_2_.jpg,18,y,geoline_sphere,147,y,1,1.903577805,61
Sphere_0_1_.jpg,34,y,geoline_sphere,216,y,1,1.471566916,61
Sphere_0_0_.jpg,44,y,geoline_sphere,88,y,1,1.597141981,61
Sphere_0_5_.jpg,47,y,geoline_sphere,270,y,1,1.411322832,61
,,,,,,,,61
