image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_6_4_1_.jpg,2,n,arccurve_plane,96,y,0,17.82603502,4
Plane_0_0_11_0_.jpg,13,n,arccurve_plane,58,y,0,6.099647999,4
Plane_0_6_1_1_.jpg,15,n,arccurve_plane,295,n,1,6.337009907,4
Plane_0_3_7_0_.jpg,16,n,arccurve_plane,272,y,0,4.829819918,4
Plane_0_3_(Neg)3_1_.jpg,19,n,arccurve_plane,53,y,0,4.975711107,4
Plane_0_4_(Neg)2_1_.jpg,37,n,arccurve_plane,143,y,0,4.356984138,4
Plane_0_1_(Neg)12_0_.jpg,39,n,arccurve_plane,97,y,0,5.61788106,4
Sphere_0_6_4_1_.jpg,3,n,arccurve_sphere,129,y,0,8.439043999,4
Sphere_0_0_11_0_.jpg,14,n,arccurve_sphere,134,y,0,4.828523874,4
Sphere_0_1_(Neg)12_0_.jpg,35,n,arccurve_sphere,284,n,1,6.69420886,4
Sphere_0_3_7_0_.jpg,40,n,arccurve_sphere,201,y,0,5.217745066,4
Sphere_0_3_(Neg)3_1_.jpg,44,n,arccurve_sphere,82,y,0,4.506839991,4
Sphere_0_4_(Neg)2_1_.jpg,47,n,arccurve_sphere,307,n,1,3.911509037,4
Sphere_0_6_1_1_.jpg,53,n,arccurve_sphere,310,n,1,3.539957047,4
Plane_0_4_5_.jpg,1,y,arcline_plane,81,y,1,6.979393005,4
Plane_0_0_(Neg)4_.jpg,8,y,arcline_plane,263,y,1,4.267904043,4
Plane_0_3_(Neg)1_.jpg,22,y,arcline_plane,80,y,1,6.922697783,4
Plane_0_6_3_.jpg,25,y,arcline_plane,206,y,1,4.28245616,4
Plane_0_1_2_.jpg,27,y,arcline_plane,206,n,0,5.264951944,4
Plane_0_5_(Neg)2_.jpg,31,y,arcline_plane,22,y,1,10.48175693,4
Plane_0_2_1_.jpg,38,y,arcline_plane,106,y,1,4.56834197,4
Sphere_0_1_2_.jpg,6,n,arcline_sphere,291,y,0,6.435110807,4
Sphere_0_4_5_.jpg,9,n,arcline_sphere,339,y,0,7.726774931,4
Sphere_0_2_1_.jpg,18,n,arcline_sphere,154,y,0,6.162359953,4
Sphere_0_6_3_.jpg,20,n,arcline_sphere,246,y,0,6.336046934,4
Sphere_0_0_(Neg)4_.jpg,28,n,arcline_sphere,170,y,0,6.035871029,4
Sphere_0_3_(Neg)1_.jpg,48,n,arcline_sphere,169,n,1,4.241176128,4
Sphere_0_5_(Neg)2_.jpg,52,n,arcline_sphere,199,y,0,3.845349073,4
gPlane_0_6_(Neg)5_.jpg,5,n,geocurve_plane,279,y,0,6.023107052,4
gPlane_0_4_(Neg)4_.jpg,23,n,geocurve_plane,80,y,0,10.42649817,4
gPlane_0_4_(Neg)3_.jpg,26,n,geocurve_plane,214,y,0,5.666410923,4
gPlane_0_1_2_.jpg,29,n,geocurve_plane,344,y,0,5.578381062,4
gPlane_0_2_4_.jpg,33,n,geocurve_plane,20,y,0,4.283380032,4
gPlane_0_5_1_.jpg,42,n,geocurve_plane,59,y,0,5.900885105,4
gPlane_0_6_(Neg)2_.jpg,50,n,geocurve_plane,116,n,1,3.620805979,4
gSphere_0_5_1_.jpg,10,y,geocurve_sphere,201,y,1,7.759301186,4
gSphere_0_2_4_.jpg,30,y,geocurve_sphere,265,y,1,5.077691078,4
gSphere_0_1_2_.jpg,36,y,geocurve_sphere,334,y,1,4.844824076,4
gSphere_0_4_(Neg)3_.jpg,45,y,geocurve_sphere,295,y,1,3.458935022,4
gSphere_0_4_(Neg)4_.jpg,46,y,geocurve_sphere,280,y,1,4.256762028,4
gSphere_0_6_(Neg)2_.jpg,54,y,geocurve_sphere,232,n,0,3.803668022,4
gSphere_0_6_(Neg)5_.jpg,55,y,geocurve_sphere,134,n,0,3.79349184,4
Plane_0_3_.jpg,7,y,geoline_plane,211,y,1,4.759958029,4
Plane_0_4_.jpg,12,y,geoline_plane,51,y,1,9.431226015,4
Plane_0_1_.jpg,21,y,geoline_plane,11,n,0,6.462975025,4
Plane_0_0_.jpg,34,y,geoline_plane,242,y,1,4.151968002,4
Plane_0_2_.jpg,41,y,geoline_plane,206,y,1,4.442791939,4
Plane_0_5_.jpg,43,y,geoline_plane,71,y,1,5.969192982,4
Plane_0_6_.jpg,51,y,geoline_plane,128,y,1,3.703167915,4
Sphere_0_5_.jpg,4,y,geoline_sphere,94,y,1,6.640180111,4
Sphere_0_0_.jpg,11,y,geoline_sphere,295,y,1,8.349710941,4
Sphere_0_2_.jpg,17,y,geoline_sphere,134,y,1,9.459256887,4
Sphere_0_3_.jpg,24,y,geoline_sphere,206,y,1,5.945029974,4
Sphere_0_4_.jpg,32,y,geoline_sphere,51,y,1,7.911009789,4
Sphere_0_1_.jpg,49,y,geoline_sphere,205,y,1,4.079550982,4
Sphere_0_6_.jpg,56,y,geoline_sphere,22,n,0,3.716253996,4
,,,,,,,,4
