image,trial,correctAns,condition,random,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant
Plane_0_6_1_1_.jpg,2,n,arccurve_plane,314,n,1,3.581830025,67
Plane_0_3_7_0_.jpg,5,n,arccurve_plane,227,n,1,1.697674036,67
Plane_0_3_(Neg)3_1_.jpg,13,n,arccurve_plane,218,n,1,1.348504066,67
Plane_0_4_(Neg)2_1_.jpg,23,n,arccurve_plane,294,n,1,1.282620907,67
Plane_0_6_4_1_.jpg,26,n,arccurve_plane,334,n,1,1.373835802,67
Plane_0_1_(Neg)12_0_.jpg,38,n,arccurve_plane,29,n,1,1.393692017,67
Plane_0_0_11_0_.jpg,48,n,arccurve_plane,300,n,1,1.404119968,67
Sphere_0_6_1_1_.jpg,9,n,arccurve_sphere,344,y,0,1.511201143,67
Sphere_0_3_(Neg)3_1_.jpg,11,n,arccurve_sphere,112,y,0,1.432061911,67
Sphere_0_3_7_0_.jpg,25,n,arccurve_sphere,256,n,1,2.590348005,67
Sphere_0_4_(Neg)2_1_.jpg,34,n,arccurve_sphere,57,y,0,1.454282999,67
Sphere_0_1_(Neg)12_0_.jpg,41,n,arccurve_sphere,278,n,1,1.304013968,67
Sphere_0_6_4_1_.jpg,44,n,arccurve_sphere,34,y,0,1.561306,67
Sphere_0_0_11_0_.jpg,45,n,arccurve_sphere,208,n,1,1.913253069,67
Plane_0_5_(Neg)2_.jpg,6,y,arcline_plane,297,y,1,1.701668978,67
Plane_0_3_(Neg)1_.jpg,12,y,arcline_plane,16,y,1,1.462658882,67
Plane_0_0_(Neg)4_.jpg,27,y,arcline_plane,202,y,1,1.296720982,67
Plane_0_6_3_.jpg,32,y,arcline_plane,37,y,1,1.441771984,67
Plane_0_4_5_.jpg,40,y,arcline_plane,269,y,1,1.385348082,67
Plane_0_1_2_.jpg,42,y,arcline_plane,68,y,1,1.330435991,67
Plane_0_2_1_.jpg,46,y,arcline_plane,348,y,1,1.457921982,67
Sphere_0_0_(Neg)4_.jpg,4,n,arcline_sphere,119,y,0,1.667992115,67
Sphere_0_4_5_.jpg,16,n,arcline_sphere,11,y,0,1.431754828,67
Sphere_0_5_(Neg)2_.jpg,19,n,arcline_sphere,161,y,0,1.688884974,67
Sphere_0_6_3_.jpg,21,n,arcline_sphere,314,y,0,2.647871971,67
Sphere_0_1_2_.jpg,51,n,arcline_sphere,120,y,0,1.13644886,67
Sphere_0_2_1_.jpg,54,n,arcline_sphere,274,y,0,1.310600996,67
Sphere_0_3_(Neg)1_.jpg,56,n,arcline_sphere,201,y,0,1.389708042,67
gPlane_0_2_4_.jpg,1,n,geocurve_plane,26,n,1,24.47559214,67
gPlane_0_4_(Neg)3_.jpg,10,n,geocurve_plane,78,n,1,1.565110922,67
gPlane_0_6_(Neg)5_.jpg,14,n,geocurve_plane,107,n,1,1.444177866,67
gPlane_0_1_2_.jpg,20,n,geocurve_plane,149,y,0,1.464393854,67
gPlane_0_5_1_.jpg,29,n,geocurve_plane,31,n,1,2.346886873,67
gPlane_0_4_(Neg)4_.jpg,49,n,geocurve_plane,296,n,1,1.553565025,67
gPlane_0_6_(Neg)2_.jpg,53,n,geocurve_plane,88,n,1,1.390086889,67
gSphere_0_5_1_.jpg,7,y,geocurve_sphere,125,y,1,1.853920937,67
gSphere_0_4_(Neg)3_.jpg,22,y,geocurve_sphere,212,y,1,1.564218998,67
gSphere_0_6_(Neg)5_.jpg,28,y,geocurve_sphere,102,y,1,3.243844032,67
gSphere_0_2_4_.jpg,30,y,geocurve_sphere,44,y,1,1.751336813,67
gSphere_0_1_2_.jpg,33,y,geocurve_sphere,34,y,1,1.311496973,67
gSphere_0_6_(Neg)2_.jpg,43,y,geocurve_sphere,30,y,1,1.370334148,67
gSphere_0_4_(Neg)4_.jpg,52,y,geocurve_sphere,224,y,1,1.528707981,67
Plane_0_5_.jpg,17,y,geoline_plane,205,y,1,1.993371964,67
Plane_0_1_.jpg,24,y,geoline_plane,16,y,1,1.261771917,67
Plane_0_0_.jpg,31,y,geoline_plane,301,y,1,1.213208914,67
Plane_0_2_.jpg,37,y,geoline_plane,263,y,1,1.175466061,67
Plane_0_3_.jpg,39,y,geoline_plane,148,y,1,1.478177071,67
Plane_0_6_.jpg,47,y,geoline_plane,329,y,1,1.275777102,67
Plane_0_4_.jpg,55,y,geoline_plane,40,y,1,1.462556839,67
Sphere_0_0_.jpg,3,y,geoline_sphere,35,y,1,3.788032055,67
Sphere_0_2_.jpg,8,y,geoline_sphere,329,y,1,1.489063978,67
Sphere_0_4_.jpg,15,y,geoline_sphere,312,y,1,1.244484901,67
Sphere_0_1_.jpg,18,y,geoline_sphere,43,y,1,1.571914911,67
Sphere_0_6_.jpg,35,y,geoline_sphere,299,y,1,1.333897114,67
Sphere_0_3_.jpg,36,y,geoline_sphere,317,y,1,1.316257954,67
Sphere_0_5_.jpg,50,y,geoline_sphere,130,y,1,1.496722937,67
,,,,,,,,67
